"Country or Area","Year","Area","Sex","Age","Educational attainment","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Colombia","2005","Total","Both Sexes","55 - 59","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","706916",""
"Colombia","2005","Total","Both Sexes","55 - 59","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","186192",""
"Colombia","2005","Total","Both Sexes","55 - 59","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","133988",""
"Colombia","2005","Total","Both Sexes","55 - 59","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","40106",""
"Colombia","2005","Total","Both Sexes","55 - 59","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","126858",""
"Colombia","2005","Total","Both Sexes","55 - 59","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","2134",""
"Colombia","2005","Total","Both Sexes","55 - 59","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","54518",""
"Colombia","2005","Total","Both Sexes","55 - 59","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1446203",""
"Colombia","2005","Total","Both Sexes","60 - 64","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","190647",""
"Colombia","2005","Total","Both Sexes","60 - 64","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Both Sexes","60 - 64","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","571504",""
"Colombia","2005","Total","Both Sexes","60 - 64","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","113525",""
"Colombia","2005","Total","Both Sexes","60 - 64","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","82487",""
"Colombia","2005","Total","Both Sexes","60 - 64","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","22879",""
"Colombia","2005","Total","Both Sexes","60 - 64","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","69169",""
"Colombia","2005","Total","Both Sexes","60 - 64","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","1474",""
"Colombia","2005","Total","Both Sexes","60 - 64","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","48874",""
"Colombia","2005","Total","Both Sexes","60 - 64","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","1100559",""
"Colombia","2005","Total","Both Sexes","65 - 69","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","206381",""
"Colombia","2005","Total","Both Sexes","65 - 69","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Both Sexes","65 - 69","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","484275",""
"Colombia","2005","Total","Both Sexes","65 - 69","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","80713",""
"Colombia","2005","Total","Both Sexes","65 - 69","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","56540",""
"Colombia","2005","Total","Both Sexes","65 - 69","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","13413",""
"Colombia","2005","Total","Both Sexes","65 - 69","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","38861",""
"Colombia","2005","Total","Both Sexes","65 - 69","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","879",""
"Colombia","2005","Total","Both Sexes","65 - 69","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","35071",""
"Colombia","2005","Total","Both Sexes","65 - 69","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","916133",""
"Colombia","2005","Total","Both Sexes","70 - 74","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","180888",""
"Colombia","2005","Total","Both Sexes","70 - 74","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Both Sexes","70 - 74","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","361605",""
"Colombia","2005","Total","Both Sexes","70 - 74","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","55532",""
"Colombia","2005","Total","Both Sexes","70 - 74","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","37015",""
"Colombia","2005","Total","Both Sexes","70 - 74","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","7313",""
"Colombia","2005","Total","Both Sexes","70 - 74","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","21502",""
"Colombia","2005","Total","Both Sexes","70 - 74","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","797",""
"Colombia","2005","Total","Both Sexes","70 - 74","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","32088",""
"Colombia","2005","Total","Both Sexes","70 - 74","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","696740",""
"Colombia","2005","Total","Both Sexes","75 - 79","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","147546",""
"Colombia","2005","Total","Both Sexes","75 - 79","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Both Sexes","75 - 79","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","261525",""
"Colombia","2005","Total","Both Sexes","75 - 79","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","37052",""
"Colombia","2005","Total","Both Sexes","75 - 79","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","25289",""
"Colombia","2005","Total","Both Sexes","75 - 79","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","4128",""
"Colombia","2005","Total","Both Sexes","75 - 79","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","13571",""
"Colombia","2005","Total","Both Sexes","75 - 79","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","454",""
"Colombia","2005","Total","Both Sexes","75 - 79","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","7744",""
"Colombia","2005","Total","Both Sexes","75 - 79","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","497309",""
"Colombia","2005","Total","Both Sexes","80 - 84","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","88090",""
"Colombia","2005","Total","Both Sexes","80 - 84","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Both Sexes","80 - 84","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","142328",""
"Colombia","2005","Total","Both Sexes","80 - 84","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","17792",""
"Colombia","2005","Total","Both Sexes","80 - 84","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","12199",""
"Colombia","2005","Total","Both Sexes","80 - 84","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","1601",""
"Colombia","2005","Total","Both Sexes","80 - 84","ISCED 1997 - First stage of tertiary education (Level 5)","Census - de jure - complete tabulation","Final figure, complete","2009","5790",""
"Colombia","2005","Total","Both Sexes","80 - 84","ISCED 1997 - Second stage of tertiary education (Level 6)","Census - de jure - complete tabulation","Final figure, complete","2009","244",""
"Colombia","2005","Total","Both Sexes","80 - 84","ISCED 1997, Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","4231",""
"Colombia","2005","Total","Both Sexes","80 - 84","ISCED 1997, Total","Census - de jure - complete tabulation","Final figure, complete","2009","272275",""
"Colombia","2005","Total","Both Sexes","85 - 89","ISCED 1997 - No education","Census - de jure - complete tabulation","Final figure, complete","2009","49037",""
"Colombia","2005","Total","Both Sexes","85 - 89","ISCED 1997 - Pre-primary education (Level 0)","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Colombia","2005","Total","Both Sexes","85 - 89","ISCED 1997 - Primary education (Level 1)","Census - de jure - complete tabulation","Final figure, complete","2009","72008",""
"Colombia","2005","Total","Both Sexes","85 - 89","ISCED 1997 - Lower secondary education (Level 2)","Census - de jure - complete tabulation","Final figure, complete","2009","7549",""
"Colombia","2005","Total","Both Sexes","85 - 89","ISCED 1997 - Upper secondary education (Level 3)","Census - de jure - complete tabulation","Final figure, complete","2009","5812",""
"Colombia","2005","Total","Both Sexes","85 - 89","ISCED 1997 - Post-secondary education (Level 4)","Census - de jure - complete tabulation","Final figure, complete","2009","673",""
